852932	6	
938157	1	
393096	5	
618414	8	
518889	3	
92616	5	
1071882	2	
61664	6	
726772	7	
538875	2	
754114	6	
20641	6	
746954	3	
40956	3	
770853	3	
92682	5	
767633	7	
1115709	5	
673245	3	
721221	4	
237376	1	
991176	4	
262382	9	
92643	5	
1057972	3	
87856	6	
816214	7	
592974	3	
932465	2	
280549	7	
21187	7	
18060	9	
171056	3	
247263	3	
394906	1	
593425	3	
832014	3	
268238	9	
76735	6	
841846	7	
904280	9	
139836	9	
262184	2	
121652	4	
903815	2	
1063195	7	
716646	10	
692770	5	
574319	9	
1092337	1	
191882	3	
535193	2	
818566	3	
92971	9	
550058	7	
839408	2	
818626	3	
859902	2	
358774	7	
818713	3	
1072867	6	
991619	4	
370446	3	
115255	4	
967870	5	
598776	6	
860909	6	
321773	7	
1021235	7	
892958	3	
924069	3	
677811	6	
106211	9	
252328	6	
509834	2	
692629	5	
870007	3	
584843	5	
368050	3	
518673	3	
318130	6	
1079384	3	
216537	6	
460166	9	
312736	7	
1076963	9	
1015066	1	
1085286	2	
727404	7	
593432	3	
419938	10	
717014	4	
486337	2	
1009952	5	
275051	1	
668793	9	
718043	6	
89861	6	
521636	4	
862751	6	
549114	3	
567442	9	
889351	3	
1012879	1	
457678	4	
788067	9	
118858	10	
419212	9	
121108	10	
881533	3	
283411	5	
421979	2	
449932	6	
293381	3	
510845	3	
717653	7	
339325	9	
1026632	5	
130835	2	
22391	1	
978821	3	
589925	6	
885669	2	
720285	7	
596214	6	
1057975	3	
562225	9	
493097	2	
856894	2	
467835	7	
190194	7	
328326	3	
258264	1	
438730	3	
218401	3	
168109	7	
490963	2	
548700	5	
535076	6	
1003397	9	
273172	6	
551478	3	
484617	5	
545860	3	
692642	5	
878883	3	
322694	9	
539800	2	
261322	3	
512150	7	
1111111	3	
172230	5	
617697	7	
89641	9	
92729	5	
847985	6	
984863	4	
607368	3	
421538	9	
392998	5	
262569	7	
721858	1	
892972	3	
1089726	2	
778511	9	
257799	2	
468731	7	
92424	7	
740213	9	
967835	5	
1057720	2	
467534	7	
320140	6	
549664	5	
967869	5	
1072941	7	
1021797	7	
111954	6	
758727	2	
988586	4	
53728	9	
796456	7	
619490	1	
767185	7	
92723	5	
340806	3	
718384	6	
1007926	9	
269954	3	
794240	6	
742914	7	
818639	3	
989156	4	
719136	4	
849042	7	
197080	3	
180973	6	
422808	7	
393059	5	
593044	3	
552113	3	
1040229	6	
635512	9	
643966	3	
1030977	7	
204825	6	
197237	6	
475938	3	
889294	9	
967735	5	
400534	9	
914966	4	
1062176	1	
908033	1	
247059	9	
194328	6	
532078	3	
476336	6	
717629	10	
467625	7	
897081	3	
152154	6	
818699	3	
1014987	1	
606196	7	
839043	2	
890883	3	
75512	3	
800555	10	
501165	9	
108636	7	
321836	2	
257618	7	
444544	9	
281852	9	
1092430	9	
777966	3	
492166	6	
728918	6	
767605	7	
320355	1	
818692	3	
918908	2	
964967	6	
663772	3	
279160	2	
64467	6	
653853	9	
511552	6	
747224	2	
452773	1	
597476	3	
192027	1	
1086269	2	
238618	2	
719967	10	
310831	2	
892924	3	
329015	3	
611829	9	
248860	10	
778926	6	
770974	3	
1114522	3	
1023857	3	
261324	3	
261326	3	
201622	6	
11728	2	
92708	5	
874350	3	
573146	6	
423839	4	
416120	6	
321354	2	
769591	2	
92444	5	
1109756	3	
393101	5	
575161	5	
393139	5	
842221	7	
716807	4	
118963	7	
92724	5	
1027191	9	
620878	2	
38956	6	
507600	9	
962968	9	
721744	9	
870961	7	
170919	3	
851	3	
426161	9	
78389	4	
518676	3	
1090578	2	
20754	2	
100013	7	
447151	9	
197069	3	
991045	10	
614743	7	
157992	9	
801645	1	
617073	1	
181687	9	
440452	9	
797208	3	
420316	4	
692914	5	
1042975	3	
724556	2	
171021	3	
467102	7	
593457	3	
518801	3	
428836	1	
478918	3	
27812	2	
827850	9	
364714	6	
547812	9	
550450	7	
626449	1	
1111586	3	
815879	7	
559139	3	
419463	4	
751500	9	
800252	9	
111917	4	
818511	3	
277427	9	
191608	2	
467287	7	
617586	9	
592909	3	
1103200	7	
877520	7	
857646	7	
163001	3	
266757	3	
915968	10	
123522	4	
877015	6	
847941	10	
293409	3	
784111	3	
480499	6	
34716	5	
684849	7	
774034	7	
754411	6	
916212	10	
710956	3	
427094	9	
257251	7	
1033819	3	
432477	7	
217798	7	
111631	7	
238315	2	
548978	3	
548715	10	
293264	3	
1103296	6	
171038	3	
1072156	2	
859821	7	
468839	5	
987625	10	
1026935	2	
52033	9	
1016607	6	
247925	6	
201016	2	
276929	1	
323664	9	
117485	6	
573140	6	
22054	6	
248937	10	
988128	6	
605827	1	
962722	6	
293411	3	
587550	7	
198000	2	
701370	3	
896504	2	
293589	3	
549752	3	
166985	7	
1085435	2	
652302	9	
566112	7	
994038	4	
987714	4	
1094862	7	
571047	7	
617417	2	
872927	6	
882613	6	
166853	7	
423518	9	
856940	2	
210417	9	
449239	2	
892907	3	
345464	7	
1091246	7	
817050	7	
320654	7	
497659	4	
770856	3	
145171	4	
261327	3	
1079312	7	
257940	9	
467355	7	
1079763	3	
1048951	3	
528103	9	
768533	7	
166453	7	
863252	7	
511510	7	
250067	9	
582826	7	
22087	1	
332271	7	
163178	6	
307455	4	
657994	3	
293627	3	
138040	7	
538472	2	
1079204	5	
956697	9	
692639	5	
1040227	6	
275873	7	
1058139	3	
849011	5	
723598	10	
1037276	10	
812958	9	
746007	1	
1114543	3	
125335	4	
714418	9	
892949	3	
673902	7	
92685	5	
51835	5	
892867	3	
789429	2	
1021667	7	
311236	6	
379501	7	
20495	2	
1042972	3	
287043	1	
218346	3	
1058394	3	
897563	3	
127739	9	
754854	9	
218484	3	
563766	7	
606668	7	
182188	5	
260657	6	
567944	5	
817567	6	
992032	2	
559141	3	
1023874	3	
92446	5	
959181	5	
992734	6	
661832	6	
202200	3	
634195	7	
129568	4	
727394	7	
539357	2	
967947	5	
781951	9	
1092590	2	
848769	3	
344737	1	
465699	2	
333117	5	
877324	1	
766588	7	
605887	9	
870874	7	
593941	3	
490458	4	
170939	3	
501044	9	
116419	9	
218488	3	
1072841	2	
770994	3	
471715	6	
901950	2	
1035941	7	
409108	9	
84665	7	
838487	2	
167041	7	
92738	5	
803812	9	
468164	7	
696359	2	
70072	3	
283117	8	
505770	3	
857540	2	
263030	6	
127022	4	
593436	3	
174743	3	
640792	3	
286331	2	
1076381	7	
622826	6	
653783	9	
569542	3	
464874	3	
726473	9	
638666	7	
484739	9	
120120	9	
1085644	7	
582443	4	
884742	2	
179233	9	
1020958	7	
581970	4	
543600	9	
717306	4	
494159	6	
923916	3	
538257	4	
744461	7	
198718	3	
536172	9	
539588	2	
1050783	7	
521259	2	
989648	9	
914483	7	
248702	5	
518913	3	
218340	3	
699446	6	
